title,authors,language_code,num_pages,category
The Awakening (Vampire Huntress  #2),L.A. Banks,eng,300,medium
The Forbidden (Vampire Huntress  #5),L.A. Banks,eng,490,large
The Damned (Vampire Huntress  #6),L.A. Banks,eng,487,large
The Damned (Vampire Huntress  #6),L.A. Banks,eng,492,large
Beat That! Cookbook,Ann Hodgman,eng,208,medium
Corvette,Jerry Burton,eng,320,medium
The Key,Lynsay Sands,eng,313,medium
The Chase (Deed  #3),Lynsay Sands,eng,374,medium
Disaster!: Catastrophes That Shook the World,Richard Bonson/Richard Platt,eng,63,short
Stephen Biesty's Incredible Explosions,Stephen Biesty/Richard Platt,eng,32,short
Out on the Cutting Edge (Matthew Scudder  #7),Lawrence Block,eng,244,medium
Feast: Food to Celebrate Life,Nigella Lawson,eng,480,large
Forever Summer,Nigella Lawson,eng,279,medium
programming.java: An Introduction to Programming Using Java: An Introduction to Programming Using Java,Rick Decker/Stuart Hirshfield,eng,640,large
The American Campaign: U.S. Presidential Campaigns and the National Vote,James E. Campbell,eng,314,medium
The Anglo-Saxons,James Campbell/Eric John/Patrick Wormald,eng,272,medium
The Untamed One (Wild Wulfs of London  #2),Ronda Thompson,eng,320,medium
The Cursed One (Wild Wulfs of London  #3),Ronda Thompson,eng,305,medium
Killer (Fearless  #12),Francine Pascal,eng,222,medium
The Shawshank Redemption,Mark Kermode/Rob White,eng,96,short
The Shawshank Redemption: The Shooting Script,Frank Darabont/Stephen King,eng,184,short
Different Seasons,Stephen King,eng,560,large
The Real Frank Zappa Book,Frank Zappa/Peter Occhiogrosso,eng,352,medium
Good Poems for Hard Times,Garrison Keillor/Charles Bukowski/Robert Burns/Hayden Carruth/Raymond Carver/Billy Collins/Noël Coward/Carl Dennis/E.E. Cummings/Emily Dickinson/Stephen Dobyns/Fleur Adcock/John Donne/Rita Dove/Stephen Dunn/Lawrence Ferlinghetti/Robert Frost/Erica Funkhouser/Donald Hall/Patricia Hampl/Thomas Hardy/Jim Harrison/W.H. Auden/Jennifer Michael Hecht/David Ignatow/John Keats/X.J. Kennedy/Jane Kenyon/Galway Kinnell/Maxine Kumin/Kate Light/Henry Wadsworth Longfellow/Louis MacNeice/Hilaire Belloc/Herman Melville/W.S. Merwin/Edna St. Vincent Millay/Howard Nemerov/Sharon Olds/Mary Oliver/Grace Paley/Lawrence Raab/Kenneth Rexroth/Wendell Berry/Carl Sandburg/John Berryman/Elizabeth Bishop/William Blake/Philip   Booth/Virginia Hamilton Adair/Liesl Mueller,eng,344,medium
Good Poems,Garrison Keillor,eng,476,large
Hell No  We Won't Go! Resisting the Draft During the Vietnam War,Sherry Gershon Gottlieb,eng,274,medium
The Empire of Ice Cream,Jeffrey Ford/Jonathan Carroll,eng,320,medium
The Fantasy Writer's Assistant and Other Stories,Jeffrey Ford,eng,247,medium
The Mystical Poems of Rumi 1: First Selection  Poems 1-200,Rumi/A.J. Arberry,eng,208,medium
Ruby Gloom's Guide to Friendship,Matt Riser/Martin Hsu,eng,72,short
Mockingbird Wish Me Luck,Charles Bukowski,eng,160,short
Sidetracked (Kurt Wallander  #5),Henning Mankell/Steven T. Murray,eng,432,large
One Step Behind  (Kurt Wallander  #7),Henning Mankell/Ebba Segerberg,eng,450,large
Black Like Us: A Century of Lesbian  Gay  and Bisexual African American Fiction,Devon W. Carbado/Evelyn C. White/Dwight A. McBride/Donald Weise,eng,600,large
His Princess Devotional: A Royal Encounter With Your King,Sheri Rose Shepherd,eng,240,medium
How to Be Happy All the Time,Paramahansa Yogananda,eng,167,short
Illuminata: A Return to Prayer,Marianne Williamson,eng,301,medium
Bittersweet: Recipes and Tales from a Life in Chocolate,Alice Medrich/Deborah Jones,eng,378,medium
Chocolate and the Art of Low-Fat Desserts,Alice Medrich,eng,192,short
Cocolat: Extraordinary Chocolate Desserts,Alice Medrich/Patricia Brabant,eng,192,short
The Bread Baker's Apprentice: Mastering the Art of Extraordinary Bread,Peter Reinhart/Ron Manville,eng,320,medium
A Long Way from Chicago (Saddleback's Focus on Reading Study Guides),Lisa S.  French,eng,42,short
A Year Down Yonder (A Long Way from Chicago  #2),Richard Peck,eng,160,short
Matilda,Roald Dahl/Quentin Blake,eng,240,medium
The Full Matilda,David Haynes,eng,384,medium
The History of Rome  Books 21-30: The War with Hannibal,Livy/Aubrey de Sélincourt/Betty Radice,eng,711,large
Hannibal,Theodore Ayrault Dodge/Ian M. Cuthbertson,eng,592,large
Goodman & Gilman's the Pharmacological Basis of Therapeutics,Laurence L. Brunton/John S. Lazo/Keith  L. Parker,eng,2021,large
"The Hound of the Baskervilles: Another Adventure of Sherlock Holmes  with ""the Adventure of the Speckled Band""",Arthur Conan Doyle/Francis O'Gorman,eng,300,medium
The Alienist (Dr. Laszlo Kreizler  #1),Caleb Carr,eng,498,large
John Hammond on Record: An Autobiography,John   Hammond/Irving Townsend,eng,432,large
Artful Paper Dolls: New Ways to Play with a Traditional Form,Terry  Taylor,eng,144,short
Beatrice's Goat,Page McBrier/Lori Lohstoeter/Hillary Rodham Clinton,eng,40,short
Leonardo on Painting: An Anthology of Writings by Leonardo da Vinci; With a Selection of Documents Relating to his Career as an Artist,Leonardo da Vinci/Martin Kemp,eng,336,medium
Dear Genius: The Letters of Ursula Nordstrom,Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak,eng,406,large
The Whalestoe Letters,Mark Z. Danielewski,eng,83,short
The Queen of Attolia (The Queen's Thief  #2),Megan Whalen Turner,eng,362,medium
The King of Attolia (The Queen's Thief  #3),Megan Whalen Turner,eng,387,medium
Herzog on Herzog,Paul Cronin,eng,352,medium
Vesco,Arthur Herzog III,eng,408,large
Encore Provence: New Adventures in the South of France,Peter Mayle,eng,240,medium
Kushiel's Justice (Imriel's Trilogy  #2),Jacqueline Carey,eng,703,large
Kushiel's Avatar (Phèdre's Trilogy  #3),Jacqueline Carey,eng,702,large
Walking With the Great Apes: Jane Goodall  Dian Fossey  Birute Galdikas,Sy Montgomery,eng,280,medium
The Nature of Play: Great Apes and Humans,Anthony D. Pellegrini/Peter K. Smith,eng,308,medium
Masterpieces: The Best Science Fiction of the Twentieth Century,Orson Scott Card/Isaac Asimov/William Gibson/Michael Swanwick/Theodore Sturgeon/Larry Niven/Robert Silverberg/Harry Turtledove/James Blish/George R.R. Martin/James Patrick Kelly/Karen Joy Fowler/Arthur C. Clarke/Lloyd Biggle Jr./Terry Bisson/Poul Anderson/John Kessel/R.A. Lafferty/C.J. Cherryh/Lisa Goldstein/Edmond Hamilton/Robert A. Heinlein/Ursula K. Le Guin/Ray Bradbury/Frederik Pohl/Harlan Ellison/George Alec Effinger/Brian W. Aldiss,eng,422,large
The Abyss,Orson Scott Card/James Francis Cameron,eng,363,medium
To the Nines (Stephanie Plum  #9),Janet Evanovich,eng,320,medium
The Full Box (Full  #1-4),Janet Evanovich/Charlotte Hughes,eng,0,short
Hard Eight (Stephanie Plum  #8),Janet Evanovich,eng,339,medium
Hot Six (Stephanie Plum  #6),Janet Evanovich,eng,324,medium
Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,Edgar Rice Burroughs/Esteban Maroto/J. Allen St. John/Studley Burroughs,eng,848,large
The Crossing,Cormac McCarthy,eng,425,large
Cities of the Plain (The Border Trilogy  #3),Cormac McCarthy,eng,292,medium
The Agony and the Ecstasy,Irving Stone,eng,777,large
Harvest,Tess Gerritsen,eng,368,medium
The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,eng,223,medium
Valley Of Silence (Circle Trilogy  #3),Nora Roberts,eng,318,medium
How Green Was My Valley,Richard Llewellyn,eng,448,large
Europe on a Shoestring,Sarah Johnstone/Aaron Anderson/Sarah  Andrews/Lonely Planet,eng,1284,large
Europe and the People Without History,Eric R. Wolf,eng,534,large
How Europe Underdeveloped Africa,Walter Rodney/Vincent Harding,eng,312,medium
Europe: A History,Norman Davies,eng,1392,large
The Basketball Diaries and the Book of Nods,Jim Carroll,eng,320,medium
The 10 Commandments of Parenting: The Do's and Don'ts for Raising Great Kids,Ed  Young,eng,224,medium
Unsung Heroes Of Rock 'n' Roll: The Birth Of Rock In The Wild Years Before Elvis,Nick Tosches,eng,288,medium
Ray Bradbury's Fahrenheit 451,Harold Bloom,eng,147,short
Schott's Original Miscellany,Ben Schott/Collin Deckerman,eng,158,short
Blowback (Scot Harvath  #4),Brad Thor,eng,575,large
Voyage of the Turtle: In Pursuit of the Earth's Last Dinosaur,Carl Safina,eng,383,medium
One Tiny Turtle,Nicola Davies/Jane Chapman,eng,32,short
Turtle Island,Gary Snyder/Michael Corr,eng,112,short
Turtle Diary,Russell Hoban,eng,182,short
Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,Guy W. Jones/Sally Moomaw,eng,208,medium
Youth in Revolt: The Journals of Nick Twisp : Volumes I  II  III/Youth in Revolt/Youth in Bondage/Youth in Exile,C.D. Payne,eng,503,large
The Demon Princes  Volume One: The Star King  The Killing Machine  The Palace of Love,Jack Vance,eng,446,large
Jack Vance: Critical Appreciations and a Bibliography,A.E. Cunningham/Harlan Ellison/Charles F. Miller/Terry Dowling/Paul Rhoads/Jack Vance/Tom Shippey/Gene Wolfe/David Langford/Dan Simmons/David Mathew,eng,232,medium
The SFWA Grand Masters 3,Frederik Pohl/Lester del Rey/Damon Knight/A.E. van Vogt/Jack Vance,eng,448,large
Madouc (Lyonesse  #3),Jack Vance,eng,426,large
The Demon Princes  Volume Two: The Face  The Book of Dreams,Jack Vance,eng,397,medium
The Green Pearl (Lyonesse  #2),Jack Vance,eng,407,large
Theodore Rex,Edmund Morris,eng,555,large
The Rise of Theodore Roosevelt,Edmund Morris,eng,780,large
The Scientists: A History of Science Told Through the Lives of Its Greatest Inventors,John Gribbin,eng,672,large
Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,eng,413,large
Sword & Citadel (The Book of the New Sun #3-4),Gene Wolfe,eng,411,large
Soldier of Sidon (Latro #3),Gene Wolfe,eng,320,medium
The Right Stuff,Tom Wolfe,eng,304,medium
No Cherubs for Melanie,James  Hawkins,eng,394,medium
Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer,eng,400,medium
Modern Classics of Science Fiction,Gardner Dozois/Damon Knight/R.A. Lafferty/Samuel R. Delany/Brian W. Aldiss/Gene Wolfe/Joanna Russ/James Tiptree Jr./Ursula K. Le Guin/Edward Bryant/Howard Waldrop/Jack Dann/L. Sprague de Camp/Lucius Shepard/Pat Cadigan/John Kessel/William Gibson/Connie Willis/Michael Swanwick/Bruce Sterling/Theodore Sturgeon/Richard McKenna/Cordwainer Smith/Jack Vance/Edgar Pangborn/Keith Roberts/Roger Zelazny,eng,672,large
World of Wonders (The Deptford Trilogy  #3),Robertson Davies/Wayne Johnston,eng,352,medium
Walking the World in Wonder: A Children's Herbal,Ellen Evert Hopman/Steven Foster,eng,160,short
Worlds of Wonder,Terry Pastor/Damon Knight/Philip K. Dick/C.M. Kornbluth/Bob Shaw/Frederik Pohl/Alfred Bester/C.L. Moore/Henry Kuttner/Robert Sheckley/James Blish/Cordwainer Smith/Brian W. Aldiss/Jack Vance,eng,368,medium
Miracleman  Book Three: Olympus,Alan Moore/John Totleben/Steve Oliff/Joe Caramagna/Michael Kelleher/Peter Milligan/Mike Allred,eng,328,medium
From a Limestone Ledge: Some Essays and Other Ruminations about Country Life in Texas,John Graves/Glenn Wolff/Bill Wittliff,eng,256,medium
Short List (One-Eyed Mack  #5),Jim Lehrer,eng,224,medium
Metaconcert (Intervention  #2),Julian May,eng,282,medium
The Adversary (Saga of Pliocene Exile  #4),Julian May,eng,472,large
Maison Ikkoku  Volume 7 (Maison Ikkoku  #7),Rumiko Takahashi,eng,288,medium
Ranma 1/2  Vol. 8 (Ranma ½ (US 2nd)  #8),Rumiko Takahashi,eng,196,short
Maison Ikkoku  Volume 8 (Maison Ikkoku  #8),Rumiko Takahashi,eng,288,medium
For Keeps: 30 Years at the Movies,Pauline Kael,eng,1312,large
Hooked: Film Writings 1985-1988,Pauline Kael,eng,528,large
The Savage Wars Of Peace: Soldiers' Voices 1945-1989,Charles Allen,eng,290,medium
Beauty: A Retelling of the Story of Beauty and the Beast,Robin McKinley,eng,256,medium
Beauty,Robin McKinley,eng,256,medium
The Hero and the Crown (Damar  #2),Robin McKinley,eng,227,medium
Rachel Field's Hitty: Her First Hundred Years,Rosemary Wells/Susan Jeffers/Rachel Field,eng,112,short
Voting Rights Days (Hitty's Travels  #3),Ellen Weiss/Betina Ogden,eng,75,short
A Christmas Carol (Great Illustrated Classics),Malvina G. Vogel/Charles Dickens,eng,238,medium
Moon in a Dewdrop: Writings of Zen Master Dogen,Dōgen/Kazuaki Tanahashi/Robert Aitken/Reb Anderson/Edward G. Brown/Norman Fischer/Arnold Kotler/Daniel Leighton/Lew Richmond/Katherine Thanas/Brian Unger/Mel Weitsman/Dan Welch/Philip Whalen/David    Schneider,eng,356,medium
Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,Ryōkan/John   Stevens,eng,120,short
Watchfiends and Rack Screams: Works from the Final Period,Antonin Artaud/Bernard Bador/Clayton Eshleman,eng,352,medium
How to Stop Worrying and Start Living,Dale Carnegie,eng,293,medium
How to Develop Self-Confidence and Influence People by Public Speaking,Dale Carnegie,eng,256,medium
A Fan's Notes,Frederick Exley/Jonathan Yardley,eng,425,large
My Soul to Keep (African Immortals  #1),Tananarive Due,eng,346,medium
The Handmaid's Tale,Margaret Atwood,eng,368,medium
The BFG: A Set of Plays,Roald Dahl/David Wood,eng,128,short
Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield,eng,247,medium
Bill Gates: Computer Legend (Famous Lives),Sara Barton-Wood,eng,48,short
Chicken Trek,Stephen Manes,eng,128,short
The Boy Who Turned Into a TV Set,Stephen Manes/Michael  Bass,eng,10,short
Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,H.W. Brands,eng,368,medium
My Side of the Mountain (Mountain  #1),Jean Craighead George,eng,192,short
The Jungle Books,Rudyard Kipling/Alev Lytle Croutier,eng,368,medium
Skeleton Coast (Oregon Files  #4),Clive Cussler/Jack Du Brul,eng,373,medium
Dark Watch (Oregon Files  #3),Clive Cussler/Jack Du Brul,eng,357,medium
Shock Wave (Dirk Pitt  #13),Clive Cussler,eng,537,large
The Elections of 2004,Michael Nelson,eng,213,medium
Fluffy Humpy Poopy Puppy: A Ruff  Dog-Eared Look at Man's Best Friend,Michael J. Nelson/Pop Ink/Charles S. Anderson Design Company,eng,176,short
Joel on Software,Joel Spolsky,eng,384,medium
Hackers & Painters: Big Ideas from the Computer Age,Paul Graham/Allen Noren/Matt Hutchinson,eng,272,medium
I  Robot (Robot  #0.1),Isaac Asimov,eng,224,medium
I  Robot: The Illustrated Screenplay,Harlan Ellison,eng,288,medium
The Robots of Dawn (Robot #3),Isaac Asimov,eng,435,large
I. Asimov,Isaac Asimov,eng,578,large
Asimov's New Guide to Science,Isaac Asimov,eng,896,large
The Gods Themselves,Isaac Asimov,eng,288,medium
Gold: The Final Science Fiction Collection,Isaac Asimov/Orson Scott Card,eng,416,large
Asimov's Guide to the Bible: The Old Testament,Isaac Asimov,eng,677,large
John  Paul  George & Ben,Lane Smith,eng,40,short
Evolution and the Theory of Games,John Maynard Smith,eng,234,medium
The Origins of Life: From the Birth of Life to the Origin of Language,John Maynard Smith/Eörs Szathmáry,eng,192,short
Sense and Sensibility,Jane Austen,eng,325,medium
Uncle Shelby's ABZ Book,Shel Silverstein,eng,80,short
There are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,eng,323,medium
Spring Music,Elvi Rhodes,eng,464,large
Circle of Friends,Maeve Binchy/René Huigen/Frans Thomése,eng,722,large
The Dream Kingdom (The Morland Dynasty  #26),Cynthia Harrod-Eagles,eng,640,large
Shakespeare's Sonnets,William Shakespeare/Katherine Duncan-Jones,eng,488,large
Love Poems and Sonnets,William Shakespeare,eng,160,short
Shakespeare A to Z: The Essential Reference to His Plays  His Poems  His Life and Times  and More,Charles Boyce/David Allen White,eng,752,large
The Sonnets,William Shakespeare/Stephen Orgel/John Hollander,eng,164,short
The Complete Sonnets and Poems,William Shakespeare/Colin Burrow,eng,624,large
The Arden Shakespeare Complete Works,William Shakespeare/Richard Proudfoot/Ann Thompson/David Scott Kastan/Harold Jenkins,eng,1347,large
Jimi Hendrix: The Complete Guide to His Music  (Complete Guide to the Music of...),Peter Doggett,eng,96,short
P.S. I Love You Three!,Lynda Milligan/Nancy J. Smith,eng,79,short
The Christmas Shoes (Christmas Hope #1),Donna VanLiere,eng,132,short
Stylepedia: A Guide to Graphic Design Mannerisms  Quirks  and Conceits,Steven Heller/Louise Fili,eng,336,medium
I Can Fly,Ruth Krauss/Mary Blair,eng,24,short
A Whole Lotta Love,Donna Hill/Francis Ray/Brenda Jackson/Monica Jackson,eng,384,medium
The Moffats (The Moffats  #1),Eleanor Estes/Louis Slobodkin,eng,212,medium
God's Generals Why They Succeeded and Why Some Fail,Roberts Liardon,eng,416,large
The Witch Family,Eleanor Estes/Edward Ardizzone,eng,240,medium
The Hundred Dresses,Eleanor Estes/Louis Slobodkin,eng,80,short
The Caine Mutiny Court-Martial,Herman Wouk,eng,120,short
Band of Brothers: E Company  506th Regiment  101st Airborne from Normandy to Hitler's Eagle's Nest,Stephen E. Ambrose,eng,432,large
In Harm's Way: The Sinking of the USS Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,eng,339,medium
Harm's Way: Lust & Madness & Murder & Mayhem,Joel-Peter Witkin/Stanley B. Burns,eng,132,short
Betsy-Tacy and Tib (Betsy-Tacy  #2),Maud Hart Lovelace/Lois Lenski,eng,128,short
After Collapse: The Regeneration of Complex Societies,Glenn M. Schwartz,eng,336,medium
Seize The Fire,Elda Minger,eng,249,medium
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,Harold G. Moore/Joseph L. Galloway,eng,480,large
We Were Soldiers Once ... and Young (Ia Drang - the Battle That Changed the War in Vietnam),Harold G. Moore/Joseph L. Galloway,eng,535,large
We were Soldiers Once... and young,Harold G. Moore/Joseph L. Galloway,eng,528,large
Crusade in Europe,Dwight D. Eisenhower,eng,559,large
Eisenhower  Volume #2: The President,Stephen E. Ambrose,eng,749,large
The Autobiography of Martin Luther King  Jr.,Martin Luther King Jr./Clayborne Carson,eng,400,medium
Bull Halsey,E.B. Potter,eng,440,large
Shoot the Piano Player,David Goodis,eng,158,short
CliffsNotes on Shakespeare's Twelfth Night,James Lamar Roberts/CliffsNotes/William Shakespeare,eng,64,short
How to Spell Like a Champ,Barrie Trinkle/Paige Kimble/Carolyn  Andrews,eng,192,short
